RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1734,875435,Surname1733,594,Spain,Female,21,1,86364.48695287648,1,1,0,195863.70705428327,0
1735,177454,Surname1734,718,Germany,Female,51,5,106741.58233166287,4,0,0,105051.60633524433,1
1736,357594,Surname1735,563,France,Female,29,3,224927.46415058523,3,1,0,11684.057888850819,1
1737,611897,Surname1736,815,Germany,Male,52,9,243092.97300937772,4,1,0,142856.53605566482,1
1738,452744,Surname1737,587,Germany,Male,50,3,90383.46441144995,2,1,0,120814.22616035304,1
1739,616142,Surname1738,705,France,Male,43,5,55147.51222167019,3,0,0,40056.20960128588,0
1740,137641,Surname1739,563,Germany,Male,50,1,19547.645048243467,2,1,0,144584.95971637615,0
1741,653999,Surname1740,637,Spain,Male,19,1,209232.7410929042,1,1,0,13779.724197149688,1
1742,956774,Surname1741,773,Germany,Female,24,9,217666.50250537743,3,1,0,147830.14830812172,0
1743,469040,Surname1742,584,Spain,Male,40,9,112618.02858937239,1,0,0,38393.50713994794,0
1744,767542,Surname1743,826,France,Male,34,3,135604.45297366535,3,0,0,197065.90536048228,1
1745,712121,Surname1744,649,Germany,Male,30,5,184955.31148059634,2,0,0,107167.41086944198,0
1746,418420,Surname1745,728,France,Male,46,1,93963.15895497809,2,1,1,12032.569545216513,1
1747,381685,Surname1746,682,Spain,Male,40,6,50372.53649907511,4,1,1,169232.13218598597,0
1748,980889,Surname1747,686,Germany,Female,48,10,28670.75127734245,4,0,1,166715.71144769105,0
1749,575526,Surname1748,535,Spain,Female,34,7,58810.30040527615,3,0,1,155037.87016541095,0
1750,144813,Surname1749,612,Spain,Male,37,8,161333.5066702783,3,0,1,112209.06189844837,0
1751,792558,Surname1750,745,Spain,Female,53,5,86921.25771282567,3,1,1,51505.55885057102,0
1752,764180,Surname1751,622,France,Male,25,1,216925.83343296614,4,0,0,131597.76579079137,0
1753,386214,Surname1752,661,France,Male,37,5,21886.116121706655,2,0,1,171116.22823540785,0
1754,442703,Surname1753,526,France,Female,29,7,104092.47689789913,1,0,1,103674.48248771041,1
1755,304615,Surname1754,606,Germany,Female,54,9,64240.607418943524,1,0,0,22758.213361655224,0
1756,576657,Surname1755,739,Spain,Female,62,0,221924.21264274218,3,1,1,195299.99170130328,1
1757,666074,Surname1756,547,France,Male,40,10,201553.42397429358,1,0,0,138578.03660005872,1
1758,850294,Surname1757,707,Spain,Male,42,5,246077.1290280795,1,0,0,196558.43163449317,0
1759,855164,Surname1758,664,France,Male,36,10,29818.209569498405,1,0,1,45528.75585516254,0
1760,499953,Surname1759,631,Spain,Female,36,0,195560.90460825202,4,0,0,48644.22033813505,1
1761,922494,Surname1760,627,France,Female,38,5,31465.397020467328,4,1,0,29090.55871288437,0
1762,938003,Surname1761,610,France,Male,24,9,38755.893724059686,1,0,1,49987.61313271775,0
1763,387654,Surname1762,617,France,Female,44,3,9797.803739917788,2,1,1,30584.813933317117,0
1764,381570,Surname1763,724,France,Female,28,2,116176.96729251425,2,1,0,61876.83071916154,1
1765,137265,Surname1764,615,Spain,Male,34,2,31470.43031228397,4,1,0,120277.84985907853,0
1766,349321,Surname1765,794,France,Female,38,3,87087.60947869273,2,1,0,165751.37799628917,0
1767,166150,Surname1766,673,France,Female,30,2,69049.82703702967,3,0,1,28304.39884221266,0
1768,711600,Surname1767,603,France,Male,43,8,244088.70849839484,3,1,1,39932.45420330619,0
1769,189613,Surname1768,727,Spain,Male,33,3,164565.71818992367,2,1,0,65065.560068182014,0
1770,437054,Surname1769,699,France,Male,48,0,102614.02023085208,1,1,1,75233.26505800229,1
1771,938807,Surname1770,517,Spain,Female,29,3,219613.43308840398,2,0,0,178946.3823264263,0
1772,221826,Surname1771,567,Germany,Male,36,0,15961.152466173911,1,1,0,53086.88642219406,0
1773,659723,Surname1772,640,Spain,Female,27,9,83564.43554140264,1,1,0,34305.43147689228,0
1774,982875,Surname1773,523,Germany,Male,47,9,128648.19271315394,2,0,1,176012.4720265252,1
1775,550348,Surname1774,817,France,Male,34,2,13468.900222836171,3,0,1,177712.10397283666,0
1776,310017,Surname1775,715,France,Male,32,3,36464.69539620462,1,1,0,159193.59209623607,1
1777,234055,Surname1776,648,Spain,Female,36,3,223761.8864491927,1,1,1,82455.20747741441,1
1778,590457,Surname1777,622,France,Male,36,8,44906.49710590089,4,0,1,183436.36007364193,0
1779,776022,Surname1778,602,France,Male,42,5,230414.22528908678,2,0,0,93473.63985970292,1
1780,909942,Surname1779,492,Spain,Female,43,2,24017.515420293596,4,0,1,160393.92593905813,0
1781,833547,Surname1780,511,France,Female,36,6,222053.7411747597,1,1,1,92632.40788942347,1
1782,796358,Surname1781,802,Germany,Male,37,10,113427.90677707881,1,1,1,101559.01151851584,0
1783,550062,Surname1782,775,Germany,Male,18,3,143316.3487158892,4,1,1,173454.56505302284,0
1784,194071,Surname1783,603,France,Male,33,6,70405.57580754341,2,0,1,10179.00809779233,0
1785,893072,Surname1784,722,France,Female,52,1,68334.92678256509,4,1,0,62057.56318388413,1
1786,406691,Surname1785,690,Germany,Female,42,6,123033.36200208779,4,1,0,132335.97142045898,0
1787,941052,Surname1786,699,France,Male,27,7,88951.82689242499,1,1,1,185167.07001206395,0
1788,246389,Surname1787,535,Germany,Male,34,6,19424.083220579007,3,1,0,12384.162678343102,1
1789,739896,Surname1788,505,Spain,Male,32,5,88420.80947842934,3,0,1,98216.72843237364,0
1790,369708,Surname1789,744,Germany,Male,48,3,63676.5469204762,3,0,0,108134.22621309626,1
1791,782705,Surname1790,491,France,Female,47,8,212409.87538954007,2,0,1,199885.4584748353,1
1792,738112,Surname1791,638,France,Female,30,0,209632.0931722214,4,1,0,142450.54277028106,1
1793,354444,Surname1792,620,Germany,Female,38,4,35369.859896132,2,1,0,34004.81997424806,0
1794,703561,Surname1793,613,Germany,Male,26,10,182517.2832129225,3,0,0,115516.23305868472,0
1795,961291,Surname1794,675,France,Male,31,0,112709.70835259245,2,0,1,39261.574449454696,0
1796,311837,Surname1795,595,France,Female,32,10,217126.61127200033,2,1,0,147963.6596488715,1
1797,210017,Surname1796,681,France,Male,30,9,68497.25621403215,2,1,1,79043.44118710843,0
1798,223618,Surname1797,661,Spain,Female,41,10,22029.1745973821,3,1,1,135578.5911251408,0
1799,559297,Surname1798,817,Spain,Male,51,0,200124.243176922,2,1,0,179966.32558588227,1
1800,225341,Surname1799,539,Germany,Male,37,5,217089.5778742687,2,0,0,160414.42125017932,1
1801,915862,Surname1800,652,Germany,Male,27,5,210127.78440425915,3,1,0,161383.14572771406,1
1802,830892,Surname1801,684,Spain,Female,40,10,82324.90445214546,3,0,0,63305.84881303359,0
1803,652076,Surname1802,629,Spain,Male,40,6,7716.323501189254,2,0,0,122298.73313744496,0
1804,850865,Surname1803,543,Germany,Male,36,9,34903.882493561716,4,0,0,45662.4042247863,0
1805,541759,Surname1804,750,Spain,Female,56,8,229842.21781332136,2,1,0,51991.81553360604,0
1806,955778,Surname1805,676,Germany,Male,40,5,91017.30076124059,1,1,0,144488.5740897533,0
1807,982554,Surname1806,548,France,Male,43,1,220052.08218023676,3,0,1,87305.08336591888,1
1808,664262,Surname1807,685,Germany,Female,18,3,245203.28467709292,4,1,0,178824.63465019022,0
1809,993741,Surname1808,786,Spain,Male,28,8,98928.43506594196,1,0,1,102563.66699584541,1
1810,640659,Surname1809,647,Spain,Female,43,1,194111.5114063143,1,0,1,23105.91715803792,0
1811,931516,Surname1810,649,Spain,Male,40,6,42278.61435702365,1,1,1,88797.36491090752,0
1812,522845,Surname1811,775,Germany,Male,34,3,95937.1960487761,4,1,0,35453.7877179282,0
1813,806544,Surname1812,572,Spain,Female,42,9,176295.62611844394,1,0,0,198951.53958747434,1
1814,424060,Surname1813,788,Germany,Male,47,10,51777.59085317174,3,1,0,14518.093085772882,1
1815,698260,Surname1814,727,France,Female,33,5,79948.98327402708,4,0,1,116724.71103652647,0
1816,293259,Surname1815,576,France,Male,31,0,140956.84328249012,3,1,1,79238.58295739313,1
1817,375128,Surname1816,596,Spain,Female,35,10,172802.91746323352,4,1,0,125306.53213574768,0
1818,919471,Surname1817,608,Germany,Male,42,7,89219.71457509909,3,1,0,112425.9012161142,0
1819,709719,Surname1818,503,Germany,Male,32,5,94201.0105618288,4,1,1,184436.79819005477,0
1820,970123,Surname1819,670,Spain,Male,46,10,27467.053274813912,1,0,0,44667.89532646101,0
1821,945038,Surname1820,579,Germany,Male,33,6,246015.51653893307,3,0,1,32737.29712399716,1
1822,503832,Surname1821,673,Spain,Male,32,5,153059.03244283207,3,0,1,175368.49198601904,0
1823,989097,Surname1822,546,Spain,Female,61,6,132581.8913730932,3,1,0,187033.42605638882,1
1824,729661,Surname1823,723,France,Male,25,4,52838.319636876906,2,1,0,77471.96159620158,1
1825,281144,Surname1824,709,Spain,Female,45,2,122007.57666404122,1,0,1,191696.67879548765,0
1826,911006,Surname1825,593,Germany,Female,19,5,111827.789053738,3,0,0,75141.06701802668,0
1827,350195,Surname1826,678,Spain,Male,44,9,64639.75637272909,3,0,0,121035.91114981529,0
1828,243748,Surname1827,656,France,Male,64,8,111568.62143964102,4,1,0,136676.56432877964,0
1829,504032,Surname1828,768,France,Male,48,5,50882.56052176482,1,0,0,198848.83605276942,0
1830,132733,Surname1829,567,Germany,Female,51,8,177556.28416731747,1,0,1,42360.462632036455,0
1831,841040,Surname1830,637,Spain,Male,37,1,227196.28389999547,3,0,1,65992.2519834173,0
1832,626338,Surname1831,598,Germany,Male,47,10,647.2451228415332,2,1,1,113778.17032851199,0
1833,209996,Surname1832,653,Germany,Male,40,0,139064.106014209,3,1,1,50786.640251685545,0
1834,658221,Surname1833,692,Spain,Male,58,3,183079.82985181635,2,0,1,120205.46696230113,0
1835,649239,Surname1834,597,France,Male,26,4,226798.94991521334,1,1,0,157850.2114024525,0
1836,656701,Surname1835,620,Germany,Male,49,9,89605.17114971986,1,1,1,177056.4042190178,1
1837,265873,Surname1836,727,Germany,Female,42,6,226787.95593491071,2,0,0,73883.39753681426,1
1838,810979,Surname1837,758,France,Male,28,7,206388.15596300084,1,1,0,42785.34095977636,1
1839,999005,Surname1838,689,Spain,Female,35,0,131303.65823087745,4,1,0,140285.23889666825,0
1840,533816,Surname1839,638,Spain,Female,21,5,64235.75731265949,2,0,1,140440.57806786423,0
1841,813135,Surname1840,631,Spain,Male,18,0,163204.10776516906,4,0,1,93200.47171051457,1
1842,321888,Surname1841,693,France,Male,26,7,65139.61336284213,3,0,0,122786.30567535642,0
1843,885332,Surname1842,668,Germany,Female,34,0,87211.63995752532,3,1,1,161721.17286555492,0
1844,845453,Surname1843,518,France,Male,38,3,116747.29778891585,4,0,0,149315.06349863025,0
1845,867950,Surname1844,695,Germany,Male,24,2,124493.92177191496,1,0,0,137853.9722528956,0
1846,266472,Surname1845,581,Germany,Male,34,1,47286.766363867835,4,1,1,135755.03047075454,0
1847,497710,Surname1846,536,Spain,Male,40,7,173450.56795058143,1,1,0,147599.78547017116,1
1848,311760,Surname1847,516,Spain,Female,32,5,247979.0395625084,4,1,0,125422.15734239768,1
1849,222744,Surname1848,632,Spain,Female,27,3,60967.606945853906,4,1,1,26052.636282296753,0
1850,975863,Surname1849,568,France,Female,30,2,138634.9636055981,1,1,1,120749.76048258417,0
1851,830051,Surname1850,463,Spain,Male,51,5,113678.89063762987,4,1,0,179029.56854190087,0
1852,601946,Surname1851,621,France,Female,20,5,76944.72173766678,2,1,0,17145.32379422147,0
1853,143001,Surname1852,610,Spain,Female,49,4,104945.0614859809,1,1,1,85819.51686026448,0
1854,691652,Surname1853,638,Spain,Female,51,2,183180.61481710733,3,1,0,84654.85589250804,0
1855,931460,Surname1854,599,Spain,Male,34,10,103684.88951274562,3,0,1,58270.66543924385,0
1856,338506,Surname1855,796,France,Male,42,9,126690.59770568156,4,1,0,119158.59863150628,0
1857,853019,Surname1856,691,Germany,Male,30,8,119309.84190812221,3,0,0,42418.853643528884,0
1858,530789,Surname1857,610,France,Male,40,5,138807.55896223115,2,1,1,184106.1284824216,1
1859,756166,Surname1858,644,France,Male,60,4,72797.99481632917,3,0,1,39571.68858510413,0
1860,811998,Surname1859,763,France,Female,50,10,127425.47562620623,3,1,1,193351.35510781076,0
1861,752589,Surname1860,726,Germany,Female,32,6,33710.31329837454,1,0,1,12208.546952925488,1
1862,599722,Surname1861,538,France,Male,24,0,185346.05628836562,4,1,1,102711.80275105858,0
1863,785117,Surname1862,572,Spain,Male,35,6,27731.113780820604,3,1,1,16881.77786825196,1
1864,658924,Surname1863,587,Germany,Female,40,0,196239.8058188046,4,0,1,176660.23313383982,0
1865,835457,Surname1864,614,France,Female,45,8,206385.1439099077,1,0,1,161761.79346514796,0
1866,279352,Surname1865,602,France,Male,36,5,4765.593634230264,3,1,1,52758.27245203566,0
1867,910694,Surname1866,652,Germany,Male,55,6,207709.78323884582,3,1,0,36220.598246869966,0
1868,966867,Surname1867,708,France,Male,38,6,162042.2687475011,1,1,0,50283.93133698001,1
1869,293283,Surname1868,722,Germany,Female,33,0,24227.371383086753,1,1,0,24882.330662542154,1
1870,550195,Surname1869,623,Spain,Female,43,1,249480.0924102217,3,1,1,55018.77690958953,1
1871,869884,Surname1870,519,France,Male,45,9,153866.70080015773,2,1,1,22940.629695160427,1
1872,531413,Surname1871,566,France,Male,30,2,100214.34676543012,4,1,1,171978.44520225463,0
1873,403988,Surname1872,608,Spain,Female,28,7,221303.61107721712,4,1,0,172080.6307558018,0
1874,426898,Surname1873,550,France,Female,21,8,10405.777787800413,4,0,1,114307.34354438886,0
1875,963561,Surname1874,741,France,Female,35,10,179335.71661945505,2,0,0,184778.7018355582,1
1876,402186,Surname1875,555,Germany,Male,50,7,35931.521443881815,4,0,1,76552.72237412125,0
1877,161665,Surname1876,699,France,Male,44,5,138125.08744888884,1,1,0,43978.09199465948,1
1878,346584,Surname1877,515,Spain,Male,49,1,23985.476646169707,1,1,0,67819.25509209967,0
1879,216953,Surname1878,702,France,Male,31,1,169786.43624516597,3,0,0,33497.925649848796,0
1880,576072,Surname1879,638,Germany,Female,36,9,116232.10316106732,2,0,1,166248.09701583025,0
1881,782736,Surname1880,771,Spain,Female,18,6,1675.2659620618838,2,1,0,154479.66815110407,0
1882,286626,Surname1881,559,Spain,Male,48,8,17849.528423140164,3,1,1,46059.766633873856,0
1883,245271,Surname1882,604,Spain,Male,51,5,175759.76120840167,2,1,1,113647.96390061351,1
1884,218533,Surname1883,620,Spain,Male,27,0,99864.45119222553,4,0,1,63321.02962784585,0
1885,698069,Surname1884,637,Germany,Male,54,8,168038.22253930924,3,0,1,34916.976977100865,0
1886,565966,Surname1885,622,Germany,Male,35,6,97460.92058954034,4,0,1,56610.51513285716,1
1887,166262,Surname1886,623,Germany,Male,27,2,90421.99581569871,4,1,0,123968.8517296348,0
1888,933032,Surname1887,622,Germany,Male,34,1,213728.50559327405,3,1,0,133627.70137577638,1
1889,176898,Surname1888,484,France,Male,44,2,213701.9112920266,1,0,0,45503.47676561998,1
1890,555699,Surname1889,729,Germany,Male,37,1,229945.70706792237,3,1,0,157024.28849914114,0
1891,249369,Surname1890,850,France,Male,32,10,205755.3051842581,2,0,1,119232.58467789965,1
1892,654736,Surname1891,673,Spain,Female,43,9,31858.050923800034,4,0,1,91559.52863566659,0
1893,388316,Surname1892,559,France,Female,44,1,16623.19673466478,4,1,0,132791.92762667994,0
1894,107657,Surname1893,567,France,Female,36,3,14604.474105121417,2,1,1,73324.58896285997,0
1895,577602,Surname1894,699,France,Female,34,5,245051.56625955732,3,1,1,60126.247192888026,0
1896,880977,Surname1895,680,Germany,Male,32,2,125287.93311417103,1,1,1,185999.07251419337,0
1897,474999,Surname1896,627,Germany,Female,42,8,28792.47358526818,2,0,0,180848.20288115664,0
1898,784191,Surname1897,710,Spain,Female,21,4,136073.81872690655,1,0,0,100295.33764872534,0
1899,107906,Surname1898,484,Germany,Female,30,4,177574.13121001437,4,0,1,124738.7352985522,0
1900,423557,Surname1899,710,France,Female,36,6,23622.576742142883,3,0,1,134819.50978642405,0
1901,678316,Surname1900,669,Germany,Female,30,8,86600.99567339083,3,1,1,134567.05409253994,1
1902,893719,Surname1901,570,Germany,Male,40,0,46956.01956097159,4,0,0,110350.09615188384,0
1903,395804,Surname1902,535,France,Female,39,8,243857.742287387,2,0,0,69416.73948851382,1
1904,568974,Surname1903,659,Spain,Female,62,1,79557.13082154193,4,0,1,179015.70682151098,0
1905,946936,Surname1904,762,Germany,Male,30,2,172626.2731218064,2,0,1,116767.56143888796,1
1906,815080,Surname1905,631,Spain,Female,37,4,229608.45574882565,4,1,0,182380.07014006074,0
1907,727267,Surname1906,581,France,Male,28,9,215797.00824794447,1,0,0,167396.95596150326,1
1908,134701,Surname1907,665,Germany,Female,57,3,98493.51602039499,3,1,0,133430.58422283945,0
1909,183300,Surname1908,795,Spain,Male,55,4,77728.00514991979,1,1,0,145001.44500695477,0
1910,865537,Surname1909,684,Spain,Male,22,9,202312.01266863075,2,0,1,183134.98310956568,0
1911,773034,Surname1910,693,France,Male,36,4,51289.52698820089,2,1,1,129946.86451646143,0
1912,183560,Surname1911,747,Germany,Female,38,4,179330.28880144676,4,1,0,98980.51240290771,0
1913,342615,Surname1912,687,Spain,Female,34,9,208821.62536545913,1,0,0,94028.47251864584,1
1914,143642,Surname1913,587,Spain,Male,33,9,212305.09048698712,3,0,1,196175.8817898954,0
1915,617083,Surname1914,510,Spain,Male,45,9,2229.357766634299,2,1,1,152806.23323029847,0
1916,591036,Surname1915,576,Spain,Male,55,4,124967.68170123249,4,0,0,137543.42922979093,0
1917,427304,Surname1916,561,Spain,Male,46,10,89397.71181167541,3,1,1,28250.84928837679,1
1918,904034,Surname1917,702,Spain,Male,46,1,244714.9788303114,4,1,1,121725.90709472256,1
1919,465464,Surname1918,713,Spain,Male,34,10,136018.99819528539,2,0,1,45888.64332702295,1
1920,713089,Surname1919,664,Spain,Male,48,0,106860.83134785137,3,0,0,84058.41837194948,0
1921,388075,Surname1920,548,Spain,Male,48,9,61090.89190224537,4,0,1,115888.39506715052,0
1922,194377,Surname1921,792,Spain,Male,33,10,211407.54571116203,2,0,0,11514.71192163183,1
1923,915624,Surname1922,616,Germany,Male,35,7,79842.74550871861,4,1,0,173834.35361693654,0
1924,932974,Surname1923,698,France,Female,22,2,206688.46756395453,4,1,1,93352.02496400841,0
1925,928952,Surname1924,653,France,Male,24,6,222901.99420116143,4,1,0,128310.28136654117,0
1926,426916,Surname1925,666,France,Female,33,7,14543.628539678139,3,1,0,48371.696329590304,0
1927,551978,Surname1926,695,Spain,Male,27,10,127496.6420925148,3,0,1,143217.22639174658,0
1928,412250,Surname1927,594,France,Female,46,5,105093.47143928657,2,1,1,68912.6200507214,0
1929,705409,Surname1928,754,Spain,Male,36,5,98276.97178797425,4,1,0,108062.40278527961,0
1930,125559,Surname1929,523,Germany,Female,43,10,92866.89789159289,3,1,1,71417.18700458587,1
1931,992027,Surname1930,566,France,Male,25,2,132996.53934910306,3,1,0,132461.54939895245,0
1932,658030,Surname1931,753,Germany,Male,50,8,32550.316282338175,4,0,1,171574.91890801577,0
1933,956101,Surname1932,697,Germany,Male,42,2,217821.99852123705,2,0,0,131805.29163162474,1
1934,777114,Surname1933,850,Spain,Female,42,4,139495.72986147364,1,0,1,43853.701609025375,0
1935,235044,Surname1934,655,France,Male,47,5,86777.65706180093,4,1,0,57433.48790306147,0
1936,957263,Surname1935,786,Germany,Male,41,0,60757.041059819465,2,1,1,109321.01800205535,0
1937,212217,Surname1936,501,France,Male,27,10,154140.9087851114,1,0,1,61546.53079288133,0
1938,666161,Surname1937,536,Germany,Female,44,8,196682.9046028844,2,0,1,47137.95341627301,1
1939,992964,Surname1938,721,Germany,Female,30,6,110214.89279716767,1,1,0,18864.90085118889,1
1940,503119,Surname1939,510,Spain,Male,40,10,246131.08183622648,1,1,0,29789.464019813582,1
1941,758380,Surname1940,634,France,Male,30,0,133892.03528506975,2,1,0,117315.44054581023,1
1942,928187,Surname1941,743,Spain,Female,54,5,244727.8639625931,3,1,0,46979.12344168996,1
1943,972388,Surname1942,690,Spain,Female,44,6,240650.14534521717,2,1,0,104698.27211801172,1
1944,186988,Surname1943,650,Spain,Male,48,4,149936.14567527524,1,0,1,131950.5933789715,1
1945,669936,Surname1944,614,Spain,Male,30,4,145334.06657405832,4,0,0,57526.37693586864,0
1946,225991,Surname1945,666,Spain,Male,40,6,26418.270940069182,1,0,0,190411.66534001436,0
1947,502732,Surname1946,696,Germany,Female,39,2,232319.85245802146,1,0,1,58768.84018121117,1
1948,606079,Surname1947,597,France,Female,39,2,200802.41607451957,2,1,0,40799.15308825362,1
1949,626684,Surname1948,679,France,Male,18,0,125115.89532263334,1,1,0,96806.39169187722,0
1950,184082,Surname1949,736,Spain,Female,57,7,76601.99252364664,4,1,0,94010.25489413698,1
1951,228322,Surname1950,632,France,Female,37,1,209636.5328618779,3,0,0,173089.30392859457,1
1952,756951,Surname1951,655,Germany,Male,43,2,72879.39824270831,4,0,0,18997.07033145672,0
1953,111303,Surname1952,688,Spain,Male,24,6,135464.40838305504,3,1,1,61764.7677661398,0
1954,261633,Surname1953,694,Germany,Male,52,9,49706.65139261266,4,0,1,177022.9997842023,0
1955,433863,Surname1954,720,Germany,Female,51,9,201128.42570284195,3,1,1,154160.3777140249,0
1956,349690,Surname1955,568,Spain,Female,46,10,188202.1978473042,2,1,1,10738.892636138811,0
1957,884108,Surname1956,607,Germany,Male,40,7,72943.61828703391,3,0,1,110300.69864924386,0
1958,199616,Surname1957,610,Spain,Female,61,8,29339.01023428309,2,0,1,56501.44363854602,1
1959,186231,Surname1958,577,Germany,Female,47,7,44267.47144800056,4,1,0,197771.73901995763,1
1960,369458,Surname1959,506,France,Female,24,6,154088.65371514516,1,0,0,196877.42111994117,0
1961,119623,Surname1960,389,France,Female,40,9,37509.98215140619,2,0,1,186198.02910248374,0
1962,823035,Surname1961,745,France,Male,43,0,80031.37301451094,3,0,1,11895.612897036894,0
1963,590042,Surname1962,525,Spain,Female,39,0,209799.67883896825,2,0,1,181940.3620728996,1
1964,558298,Surname1963,775,Germany,Male,43,10,20443.28707828727,2,0,0,72068.97576945921,0
1965,576840,Surname1964,709,Germany,Female,52,7,145295.26341451687,2,0,0,131963.09469301224,1
1966,205228,Surname1965,617,France,Male,36,6,99956.594714491,2,0,1,95345.41445408558,1
1967,526346,Surname1966,699,France,Female,34,1,30078.926074288247,1,0,1,77374.77021416521,0
1968,807116,Surname1967,684,Spain,Male,27,8,127358.72233919779,2,0,0,64519.26669916802,0
1969,984056,Surname1968,561,Spain,Male,19,9,129161.315115834,4,1,0,91278.95996493865,0
1970,781652,Surname1969,648,Germany,Female,34,6,94521.5762143351,2,0,0,66435.98518520319,0
1971,998217,Surname1970,571,Spain,Female,31,8,13830.5496054007,2,1,0,185943.5485839748,0
1972,620547,Surname1971,702,Spain,Male,35,10,51716.79384607517,1,1,1,93037.28464002597,1
1973,972638,Surname1972,592,Spain,Female,32,0,101179.86912651944,4,1,0,189480.92773350587,0
1974,169274,Surname1973,642,France,Male,27,10,69305.9495886221,1,0,0,80581.98599401195,1
1975,233541,Surname1974,638,France,Male,32,2,40132.581757804626,1,0,0,59387.28010717657,0
1976,153947,Surname1975,659,Germany,Male,43,9,121741.50290430422,4,0,0,163738.15890034163,0
1977,777894,Surname1976,783,Spain,Male,32,1,99400.11443657237,4,1,1,108892.73902542521,0
1978,294692,Surname1977,630,France,Female,36,5,166235.04803364753,2,0,1,40937.97446054727,0
1979,148874,Surname1978,747,Spain,Female,58,9,140107.82759529745,4,1,0,186320.3737855844,0
1980,673996,Surname1979,688,Germany,Female,48,3,42436.441730912215,2,0,0,192799.00818349366,0
1981,174553,Surname1980,763,Spain,Female,40,1,171915.28851864277,1,0,0,140759.50443995686,0
1982,692632,Surname1981,622,Germany,Female,40,1,116345.15632549497,2,0,1,194650.59755991912,0
1983,935570,Surname1982,705,Germany,Male,30,5,28364.150081569227,2,1,1,138086.7672957169,0
1984,809662,Surname1983,645,France,Female,33,8,4613.025739011956,4,1,1,128409.82944716029,0
1985,671926,Surname1984,410,Spain,Female,35,5,156605.81707714585,1,0,1,166925.77998920807,0
1986,178249,Surname1985,562,France,Female,39,3,154661.50115580996,4,0,1,22864.51474809547,1
1987,992297,Surname1986,696,Spain,Male,37,8,205117.57645583336,1,1,0,94150.08698605967,0
1988,627007,Surname1987,691,Spain,Female,26,1,190608.36413177464,3,1,0,91784.34409865366,0
1989,778250,Surname1988,546,Germany,Female,43,5,219375.9127632917,1,0,1,127955.39600914693,0
1990,570452,Surname1989,667,Germany,Female,32,6,73104.61385971267,1,1,0,75963.28847498327,0
1991,529725,Surname1990,690,Spain,Female,57,2,103293.28552906508,1,1,1,96162.6764058778,1
1992,142534,Surname1991,647,France,Female,50,3,15481.151192591858,1,0,0,171396.83106960054,1
1993,595518,Surname1992,708,Germany,Male,21,6,102836.98074594724,2,0,1,190103.92031548254,1
1994,716529,Surname1993,697,Germany,Female,35,8,54941.44253637487,4,0,0,101983.31270557079,0
1995,512003,Surname1994,647,Spain,Female,54,4,201329.28608402752,1,0,0,143990.43878067756,0
1996,226209,Surname1995,609,Spain,Female,44,10,164066.67177308854,2,1,0,113987.87475819496,0
1997,542061,Surname1996,733,Germany,Male,38,1,195422.62616521755,4,0,0,174843.67278901505,0
1998,289004,Surname1997,687,France,Female,18,7,148120.83145294368,2,1,1,59731.0888912122,0
1999,716412,Surname1998,539,Germany,Female,35,8,149484.2747844447,1,0,0,174056.09961622878,1
2000,715947,Surname1999,667,Spain,Male,40,10,58806.23258223258,4,1,1,107866.5548409983,0
2001,264134,Surname2000,557,Germany,Female,18,10,167455.3993888332,1,0,1,96668.1719512898,1
2002,175713,Surname2001,572,Spain,Male,44,1,35992.51917849627,3,1,1,190881.33784182149,0
2003,842623,Surname2002,597,Germany,Female,30,9,68960.53448287917,2,0,0,67963.92260380191,0
2004,588972,Surname2003,653,Spain,Male,41,9,44986.895294584414,1,0,1,25659.357641512794,0
2005,175418,Surname2004,679,Spain,Male,39,0,237379.09128891167,4,0,1,137660.5709943482,0
2006,228232,Surname2005,617,France,Male,35,3,224521.80708518843,4,0,0,59970.52234847639,0
2007,620551,Surname2006,620,Spain,Male,45,0,218709.01899425322,2,0,1,131942.5957817103,1
2008,263038,Surname2007,609,Germany,Female,40,0,240043.33334984406,3,0,0,20638.300484139338,1
2009,268383,Surname2008,733,Spain,Male,65,4,153148.54366634344,1,0,1,116835.95752974089,1
2010,918007,Surname2009,421,Germany,Male,55,6,223674.46385699572,4,0,1,55056.266511894384,0
2011,425996,Surname2010,625,France,Female,27,2,72964.5831258173,3,1,0,24301.661699994016,1
2012,358722,Surname2011,773,Germany,Female,49,6,96189.48617857134,4,0,1,20555.10964721586,0
2013,232079,Surname2012,691,France,Male,30,4,116741.5003582095,2,1,0,191939.23964107948,1
2014,302053,Surname2013,751,France,Male,26,9,22351.2414753656,4,0,1,60426.399481221546,0
2015,700530,Surname2014,487,Spain,Female,23,10,206173.31719353292,3,0,0,120545.51257322764,0
2016,278589,Surname2015,550,France,Male,34,7,29793.940266067133,4,0,0,102073.8662132946,0
2017,603238,Surname2016,691,Germany,Female,48,6,199913.31873641067,3,1,0,78951.07608047748,0
2018,129257,Surname2017,774,France,Female,39,0,230564.18708837248,2,1,1,113092.15822161261,1
2019,580488,Surname2018,558,France,Male,43,0,141957.71649726128,2,1,1,116339.24720100293,1
2020,535423,Surname2019,618,Spain,Female,18,6,41475.38385395052,2,1,1,169077.8047396573,0
2021,244353,Surname2020,682,Germany,Female,35,5,109176.52894019289,4,1,0,83387.24055607496,0
